Data,Produto,Preco_Unitario,Vendas_Do_Dia,Estoque_Disponivel,Fim_De_Semana
2025-06-05,Mouse Gamer,150.0,63,104,0
2025-06-06,Mouse Gamer,150.0,80,96,1
2025-06-07,Mouse Gamer,150.0,82,237,1
2025-06-08,Mouse Gamer,150.0,77,106,1
2025-06-09,Mouse Gamer,150.0,58,155,0
2025-06-10,Mouse Gamer,150.0,63,109,0
2025-06-11,Mouse Gamer,150.0,59,95,0
2025-06-12,Mouse Gamer,150.0,60,86,0
2025-06-13,Mouse Gamer,150.0,73,129,1
2025-06-14,Mouse Gamer,150.0,80,200,1
2025-06-15,Mouse Gamer,150.0,79,218,1
2025-06-16,Mouse Gamer,150.0,60,149,0
2025-06-17,Mouse Gamer,150.0,51,111,0
2025-06-18,Mouse Gamer,150.0,70,104,0
2025-06-19,Mouse Gamer,150.0,56,120,0
2025-06-20,Mouse Gamer,150.0,77,94,1
2025-06-21,Mouse Gamer,150.0,79,224,1
2025-06-22,Mouse Gamer,150.0,87,255,1
2025-06-23,Mouse Gamer,150.0,56,67,0
2025-06-24,Mouse Gamer,150.0,50,113,0
2025-06-25,Mouse Gamer,150.0,50,110,0
2025-06-26,Mouse Gamer,150.0,60,96,0
2025-06-27,Mouse Gamer,150.0,85,151,1
2025-06-28,Mouse Gamer,150.0,78,176,1
2025-06-29,Mouse Gamer,150.0,84,123,1
2025-06-30,Mouse Gamer,150.0,57,116,0
2025-07-01,Mouse Gamer,150.0,52,153,0
2025-07-02,Mouse Gamer,150.0,65,162,0
2025-07-03,Mouse Gamer,150.0,63,183,0
2025-07-04,Mouse Gamer,150.0,86,243,1
2025-07-05,Mouse Gamer,150.0,87,127,1
2025-07-06,Mouse Gamer,150.0,87,120,1
2025-07-07,Mouse Gamer,150.0,55,113,0
2025-07-08,Mouse Gamer,150.0,57,89,0
2025-07-09,Mouse Gamer,150.0,63,182,0
2025-07-10,Mouse Gamer,150.0,54,71,0
2025-07-11,Mouse Gamer,150.0,88,118,1
2025-07-12,Mouse Gamer,150.0,83,222,1
2025-07-13,Mouse Gamer,150.0,76,224,1
2025-07-14,Mouse Gamer,150.0,52,81,0
2025-07-15,Mouse Gamer,150.0,62,78,0
2025-07-16,Mouse Gamer,150.0,60,144,0
2025-07-17,Mouse Gamer,150.0,58,133,0
2025-07-18,Mouse Gamer,150.0,87,200,1
2025-07-19,Mouse Gamer,150.0,85,246,1
2025-07-20,Mouse Gamer,150.0,82,190,1
2025-07-21,Mouse Gamer,150.0,60,124,0
2025-07-22,Mouse Gamer,150.0,64,152,0
2025-07-23,Mouse Gamer,150.0,68,177,0
2025-07-24,Mouse Gamer,150.0,63,130,0
2025-07-25,Mouse Gamer,150.0,91,206,1
2025-07-26,Mouse Gamer,150.0,80,189,1
2025-07-27,Mouse Gamer,150.0,95,170,1
2025-07-28,Mouse Gamer,150.0,55,112,0
2025-07-29,Mouse Gamer,150.0,60,118,0
2025-07-30,Mouse Gamer,150.0,59,75,0
2025-07-31,Mouse Gamer,150.0,51,110,0
2025-08-01,Mouse Gamer,150.0,89,185,1
2025-08-02,Mouse Gamer,150.0,82,130,1
2025-08-03,Mouse Gamer,150.0,79,154,1
2025-08-04,Mouse Gamer,150.0,60,90,0
2025-08-05,Mouse Gamer,150.0,55,161,0
2025-08-06,Mouse Gamer,150.0,63,146,0
2025-08-07,Mouse Gamer,150.0,56,141,0
2025-08-08,Mouse Gamer,150.0,83,180,1
2025-08-09,Mouse Gamer,150.0,91,193,1
2025-08-10,Mouse Gamer,150.0,81,154,1
2025-08-11,Mouse Gamer,150.0,57,130,0
2025-08-12,Mouse Gamer,150.0,64,152,0
2025-08-13,Mouse Gamer,150.0,59,176,0
2025-08-14,Mouse Gamer,150.0,53,100,0
2025-08-15,Mouse Gamer,150.0,76,154,1
2025-08-16,Mouse Gamer,150.0,80,207,1
2025-08-17,Mouse Gamer,150.0,86,165,1
2025-08-18,Mouse Gamer,150.0,65,121,0
2025-08-19,Mouse Gamer,150.0,63,133,0
2025-08-20,Mouse Gamer,150.0,54,107,0
2025-08-21,Mouse Gamer,150.0,56,77,0
2025-08-22,Mouse Gamer,150.0,91,204,1
2025-08-23,Mouse Gamer,150.0,74,177,1
2025-08-24,Mouse Gamer,150.0,84,147,1
2025-08-25,Mouse Gamer,150.0,54,103,0
2025-08-26,Mouse Gamer,150.0,66,126,0
2025-08-27,Mouse Gamer,150.0,65,105,0
2025-08-28,Mouse Gamer,150.0,59,117,0
2025-08-29,Mouse Gamer,150.0,81,145,1
2025-08-30,Mouse Gamer,150.0,92,134,1
2025-08-31,Mouse Gamer,150.0,80,160,1
2025-09-01,Mouse Gamer,150.0,60,99,0
2025-09-02,Mouse Gamer,150.0,58,107,0
2025-09-03,Mouse Gamer,150.0,64,117,0
2025-09-04,Mouse Gamer,150.0,49,105,0
2025-09-05,Mouse Gamer,150.0,86,172,1
2025-09-06,Mouse Gamer,150.0,88,242,1
2025-09-07,Mouse Gamer,150.0,91,114,1
2025-09-08,Mouse Gamer,150.0,69,205,0
2025-09-09,Mouse Gamer,150.0,55,71,0
2025-09-10,Mouse Gamer,150.0,55,129,0
2025-09-11,Mouse Gamer,150.0,54,73,0
2025-09-12,Mouse Gamer,150.0,80,110,1
2025-09-13,Mouse Gamer,150.0,91,174,1
2025-09-14,Mouse Gamer,150.0,87,179,1
2025-09-15,Mouse Gamer,150.0,49,104,0
2025-09-16,Mouse Gamer,150.0,60,109,0
2025-09-17,Mouse Gamer,150.0,52,74,0
2025-09-18,Mouse Gamer,150.0,58,84,0
2025-09-19,Mouse Gamer,150.0,83,123,1
2025-09-20,Mouse Gamer,150.0,83,127,1
2025-09-21,Mouse Gamer,150.0,79,128,1
2025-09-22,Mouse Gamer,150.0,60,176,0
2025-09-23,Mouse Gamer,150.0,61,180,0
2025-09-24,Mouse Gamer,150.0,51,95,0
2025-09-25,Mouse Gamer,150.0,58,149,0
2025-09-26,Mouse Gamer,150.0,84,117,1
2025-09-27,Mouse Gamer,150.0,86,231,1
2025-09-28,Mouse Gamer,150.0,83,199,1
2025-09-29,Mouse Gamer,150.0,48,71,0
2025-09-30,Mouse Gamer,150.0,62,141,0
2025-10-01,Mouse Gamer,150.0,61,182,0
2025-10-02,Mouse Gamer,150.0,55,140,0
2025-10-03,Mouse Gamer,150.0,81,113,1
2025-10-04,Mouse Gamer,150.0,80,189,1
2025-10-05,Mouse Gamer,150.0,87,241,1
2025-10-06,Mouse Gamer,150.0,56,99,0
2025-10-07,Mouse Gamer,150.0,56,97,0
2025-10-08,Mouse Gamer,150.0,62,146,0
2025-10-09,Mouse Gamer,150.0,63,144,0
2025-10-10,Mouse Gamer,150.0,75,166,1
2025-10-11,Mouse Gamer,150.0,87,197,1
2025-10-12,Mouse Gamer,150.0,72,157,1
2025-10-13,Mouse Gamer,150.0,56,126,0
2025-10-14,Mouse Gamer,150.0,57,85,0
2025-10-15,Mouse Gamer,150.0,63,132,0
2025-10-16,Mouse Gamer,150.0,61,132,0
2025-10-17,Mouse Gamer,150.0,75,154,1
2025-10-18,Mouse Gamer,150.0,84,160,1
2025-10-19,Mouse Gamer,150.0,91,226,1
2025-10-20,Mouse Gamer,150.0,59,126,0
2025-10-21,Mouse Gamer,150.0,56,157,0
2025-10-22,Mouse Gamer,150.0,63,83,0
2025-10-23,Mouse Gamer,150.0,58,109,0
2025-10-24,Mouse Gamer,150.0,85,132,1
2025-10-25,Mouse Gamer,150.0,76,113,1
2025-10-26,Mouse Gamer,150.0,82,189,1
2025-10-27,Mouse Gamer,150.0,67,192,0
2025-10-28,Mouse Gamer,150.0,58,125,0
2025-10-29,Mouse Gamer,150.0,53,132,0
2025-10-30,Mouse Gamer,150.0,58,111,0
2025-10-31,Mouse Gamer,150.0,77,211,1
2025-11-01,Mouse Gamer,150.0,83,219,1
2025-11-02,Mouse Gamer,150.0,80,210,1
2025-11-03,Mouse Gamer,150.0,53,81,0
2025-11-04,Mouse Gamer,150.0,56,75,0
2025-11-05,Mouse Gamer,150.0,61,162,0
2025-11-06,Mouse Gamer,150.0,59,82,0
2025-11-07,Mouse Gamer,150.0,71,85,1
2025-11-08,Mouse Gamer,150.0,84,190,1
2025-11-09,Mouse Gamer,150.0,94,247,1
2025-11-10,Mouse Gamer,150.0,52,96,0
2025-11-11,Mouse Gamer,150.0,59,167,0
2025-11-12,Mouse Gamer,150.0,59,97,0
2025-11-13,Mouse Gamer,150.0,65,113,0
2025-11-14,Mouse Gamer,150.0,86,207,1
2025-11-15,Mouse Gamer,150.0,85,225,1
2025-11-16,Mouse Gamer,150.0,80,157,1
2025-11-17,Mouse Gamer,150.0,59,87,0
2025-11-18,Mouse Gamer,150.0,60,123,0
2025-11-19,Mouse Gamer,150.0,55,119,0
2025-11-20,Mouse Gamer,150.0,54,87,0
2025-11-21,Mouse Gamer,150.0,78,122,1
2025-11-22,Mouse Gamer,150.0,76,177,1
2025-11-23,Mouse Gamer,150.0,86,112,1
2025-11-24,Mouse Gamer,150.0,55,125,0
2025-11-25,Mouse Gamer,150.0,54,130,0
2025-11-26,Mouse Gamer,150.0,48,120,0
2025-11-27,Mouse Gamer,150.0,47,57,0
2025-11-28,Mouse Gamer,150.0,88,201,1
2025-11-29,Mouse Gamer,150.0,80,144,1
2025-11-30,Mouse Gamer,150.0,84,140,1
2025-12-01,Mouse Gamer,150.0,58,136,0
2025-12-02,Mouse Gamer,150.0,49,91,0
2025-12-03,Mouse Gamer,150.0,65,118,0
2025-12-04,Mouse Gamer,150.0,52,140,0
2025-12-05,Mouse Gamer,150.0,93,223,1
2025-12-06,Mouse Gamer,150.0,84,141,1
2025-12-07,Mouse Gamer,150.0,80,181,1
2025-12-08,Mouse Gamer,150.0,52,105,0
2025-12-09,Mouse Gamer,150.0,61,94,0
2025-12-10,Mouse Gamer,150.0,56,103,0
2025-12-11,Mouse Gamer,150.0,54,161,0
2025-12-12,Mouse Gamer,150.0,73,163,1
2025-12-13,Mouse Gamer,150.0,80,108,1
2025-12-14,Mouse Gamer,150.0,83,212,1
2025-12-15,Mouse Gamer,150.0,59,88,0
2025-12-16,Mouse Gamer,150.0,49,131,0
2025-12-17,Mouse Gamer,150.0,48,57,0
2025-12-18,Mouse Gamer,150.0,45,63,0
2025-12-19,Mouse Gamer,150.0,80,236,1
2025-12-20,Mouse Gamer,150.0,79,190,1
2025-12-21,Mouse Gamer,150.0,87,118,1
2025-12-22,Mouse Gamer,150.0,61,168,0
2025-12-23,Mouse Gamer,150.0,54,123,0
2025-12-24,Mouse Gamer,150.0,51,66,0
2025-12-25,Mouse Gamer,150.0,57,80,0
2025-12-26,Mouse Gamer,150.0,79,148,1
2025-12-27,Mouse Gamer,150.0,77,140,1
2025-12-28,Mouse Gamer,150.0,83,222,1
2025-12-29,Mouse Gamer,150.0,49,83,0
2025-12-30,Mouse Gamer,150.0,59,131,0
2025-12-31,Mouse Gamer,150.0,54,119,0
2025-01-01,Monitor 144Hz,1200.0,25,69,0
2025-01-02,Monitor 144Hz,1200.0,33,91,0
2025-01-03,Monitor 144Hz,1200.0,43,75,1
2025-01-04,Monitor 144Hz,1200.0,43,57,1
2025-01-05,Monitor 144Hz,1200.0,34,83,1
2025-01-06,Monitor 144Hz,1200.0,26,47,0
2025-01-07,Monitor 144Hz,1200.0,28,75,0
2025-01-08,Monitor 144Hz,1200.0,28,40,0
2025-01-09,Monitor 144Hz,1200.0,40,103,0
2025-01-10,Monitor 144Hz,1200.0,38,57,1
2025-01-11,Monitor 144Hz,1200.0,27,39,1
2025-01-12,Monitor 144Hz,1200.0,40,74,1
2025-01-13,Monitor 144Hz,1200.0,30,59,0
2025-01-14,Monitor 144Hz,1200.0,28,49,0
2025-01-15,Monitor 144Hz,1200.0,13,18,0
2025-01-16,Monitor 144Hz,1200.0,29,68,0
2025-01-17,Monitor 144Hz,1200.0,43,101,1
2025-01-18,Monitor 144Hz,1200.0,33,48,1
2025-01-19,Monitor 144Hz,1200.0,36,107,1
2025-01-20,Monitor 144Hz,1200.0,27,35,0
2025-01-21,Monitor 144Hz,1200.0,25,35,0
2025-01-22,Monitor 144Hz,1200.0,25,43,0
2025-01-23,Monitor 144Hz,1200.0,29,38,0
2025-01-24,Monitor 144Hz,1200.0,37,78,1
2025-01-25,Monitor 144Hz,1200.0,32,74,1
2025-01-26,Monitor 144Hz,1200.0,44,94,1
2025-01-27,Monitor 144Hz,1200.0,22,61,0
2025-01-28,Monitor 144Hz,1200.0,26,52,0
2025-01-29,Monitor 144Hz,1200.0,25,48,0
2025-01-30,Monitor 144Hz,1200.0,22,59,0
2025-01-31,Monitor 144Hz,1200.0,44,53,1
2025-02-01,Monitor 144Hz,1200.0,44,85,1
2025-02-02,Monitor 144Hz,1200.0,38,63,1
2025-02-03,Monitor 144Hz,1200.0,27,69,0
2025-02-04,Monitor 144Hz,1200.0,28,44,0
2025-02-05,Monitor 144Hz,1200.0,22,26,0
2025-02-06,Monitor 144Hz,1200.0,22,48,0
2025-02-07,Monitor 144Hz,1200.0,40,80,1
2025-02-08,Monitor 144Hz,1200.0,34,60,1
2025-02-09,Monitor 144Hz,1200.0,40,101,1
2025-02-10,Monitor 144Hz,1200.0,16,30,0
2025-02-11,Monitor 144Hz,1200.0,25,50,0
2025-02-12,Monitor 144Hz,1200.0,29,84,0
2025-02-13,Monitor 144Hz,1200.0,28,73,0
2025-02-14,Monitor 144Hz,1200.0,46,91,1
2025-02-15,Monitor 144Hz,1200.0,34,56,1
2025-02-16,Monitor 144Hz,1200.0,39,91,1
2025-02-17,Monitor 144Hz,1200.0,32,76,0
2025-02-18,Monitor 144Hz,1200.0,29,66,0
2025-02-19,Monitor 144Hz,1200.0,31,40,0
2025-02-20,Monitor 144Hz,1200.0,21,53,0
2025-02-21,Monitor 144Hz,1200.0,40,84,1
2025-02-22,Monitor 144Hz,1200.0,39,52,1
2025-02-23,Monitor 144Hz,1200.0,40,99,1
2025-02-24,Monitor 144Hz,1200.0,23,39,0
2025-02-25,Monitor 144Hz,1200.0,34,62,0
2025-02-26,Monitor 144Hz,1200.0,31,47,0
2025-02-27,Monitor 144Hz,1200.0,33,49,0
2025-02-28,Monitor 144Hz,1200.0,41,105,1
2025-03-01,Monitor 144Hz,1200.0,36,60,1
2025-03-02,Monitor 144Hz,1200.0,43,81,1
2025-03-03,Monitor 144Hz,1200.0,34,53,0
2025-03-04,Monitor 144Hz,1200.0,29,75,0
2025-03-05,Monitor 144Hz,1200.0,23,54,0
2025-03-06,Monitor 144Hz,1200.0,24,70,0
2025-03-07,Monitor 144Hz,1200.0,40,105,1
2025-03-08,Monitor 144Hz,1200.0,47,119,1
2025-03-09,Monitor 144Hz,1200.0,49,130,1
2025-03-10,Monitor 144Hz,1200.0,23,41,0
2025-03-11,Monitor 144Hz,1200.0,29,83,0
2025-03-12,Monitor 144Hz,1200.0,24,47,0
2025-03-13,Monitor 144Hz,1200.0,21,41,0
2025-03-14,Monitor 144Hz,1200.0,43,70,1
2025-03-15,Monitor 144Hz,1200.0,41,58,1
2025-03-16,Monitor 144Hz,1200.0,41,96,1
2025-03-17,Monitor 144Hz,1200.0,27,46,0
2025-03-18,Monitor 144Hz,1200.0,29,78,0
2025-03-19,Monitor 144Hz,1200.0,29,82,0
2025-03-20,Monitor 144Hz,1200.0,32,64,0
2025-03-21,Monitor 144Hz,1200.0,36,97,1
2025-03-22,Monitor 144Hz,1200.0,44,104,1
2025-03-23,Monitor 144Hz,1200.0,43,65,1
2025-03-24,Monitor 144Hz,1200.0,29,83,0
2025-03-25,Monitor 144Hz,1200.0,28,35,0
2025-03-26,Monitor 144Hz,1200.0,27,67,0
2025-03-27,Monitor 144Hz,1200.0,27,72,0
2025-03-28,Monitor 144Hz,1200.0,40,108,1
2025-03-29,Monitor 144Hz,1200.0,32,80,1
2025-03-30,Monitor 144Hz,1200.0,51,107,1
2025-03-31,Monitor 144Hz,1200.0,33,57,0
2025-04-01,Monitor 144Hz,1200.0,36,99,0
2025-04-02,Monitor 144Hz,1200.0,31,72,0
2025-04-03,Monitor 144Hz,1200.0,24,48,0
2025-04-04,Monitor 144Hz,1200.0,42,51,1
2025-04-05,Monitor 144Hz,1200.0,44,131,1
2025-04-06,Monitor 144Hz,1200.0,35,48,1
2025-04-07,Monitor 144Hz,1200.0,34,53,0
2025-04-08,Monitor 144Hz,1200.0,25,54,0
2025-04-09,Monitor 144Hz,1200.0,31,47,0
2025-04-10,Monitor 144Hz,1200.0,35,64,0
2025-04-11,Monitor 144Hz,1200.0,41,49,1
2025-04-12,Monitor 144Hz,1200.0,47,120,1
2025-04-13,Monitor 144Hz,1200.0,33,48,1
2025-04-14,Monitor 144Hz,1200.0,22,38,0
2025-04-15,Monitor 144Hz,1200.0,23,57,0
2025-04-16,Monitor 144Hz,1200.0,17,47,0
2025-04-17,Monitor 144Hz,1200.0,19,36,0
2025-04-18,Monitor 144Hz,1200.0,47,115,1
2025-04-19,Monitor 144Hz,1200.0,46,62,1
2025-04-20,Monitor 144Hz,1200.0,37,83,1
2025-04-21,Monitor 144Hz,1200.0,38,50,0
2025-04-22,Monitor 144Hz,1200.0,26,58,0
2025-04-23,Monitor 144Hz,1200.0,37,84,0
2025-04-24,Monitor 144Hz,1200.0,37,89,0
2025-04-25,Monitor 144Hz,1200.0,37,99,1
2025-04-26,Monitor 144Hz,1200.0,44,92,1
2025-04-27,Monitor 144Hz,1200.0,45,111,1
2025-04-28,Monitor 144Hz,1200.0,24,62,0
2025-04-29,Monitor 144Hz,1200.0,14,20,0
2025-04-30,Monitor 144Hz,1200.0,31,55,0
2025-05-01,Monitor 144Hz,1200.0,23,36,0
2025-05-02,Monitor 144Hz,1200.0,39,88,1
2025-05-03,Monitor 144Hz,1200.0,41,80,1
2025-05-04,Monitor 144Hz,1200.0,43,100,1
2025-05-05,Monitor 144Hz,1200.0,26,50,0
2025-05-06,Monitor 144Hz,1200.0,29,78,0
2025-05-07,Monitor 144Hz,1200.0,33,74,0
2025-05-08,Monitor 144Hz,1200.0,18,27,0
2025-05-09,Monitor 144Hz,1200.0,33,41,1
2025-05-10,Monitor 144Hz,1200.0,34,42,1
2025-05-11,Monitor 144Hz,1200.0,37,78,1
2025-05-12,Monitor 144Hz,1200.0,31,53,0
2025-05-13,Monitor 144Hz,1200.0,33,89,0
2025-05-14,Monitor 144Hz,1200.0,26,39,0
2025-05-15,Monitor 144Hz,1200.0,26,53,0
2025-05-16,Monitor 144Hz,1200.0,47,67,1
2025-05-17,Monitor 144Hz,1200.0,41,85,1
2025-05-18,Monitor 144Hz,1200.0,38,75,1
2025-05-19,Monitor 144Hz,1200.0,32,47,0
2025-05-20,Monitor 144Hz,1200.0,31,71,0
2025-05-21,Monitor 144Hz,1200.0,29,69,0
2025-05-22,Monitor 144Hz,1200.0,25,73,0
2025-05-23,Monitor 144Hz,1200.0,35,57,1
2025-05-24,Monitor 144Hz,1200.0,35,99,1
2025-05-25,Monitor 144Hz,1200.0,36,92,1
2025-05-26,Monitor 144Hz,1200.0,23,46,0
2025-05-27,Monitor 144Hz,1200.0,25,32,0
2025-05-28,Monitor 144Hz,1200.0,27,76,0
2025-05-29,Monitor 144Hz,1200.0,28,54,0
2025-05-30,Monitor 144Hz,1200.0,34,62,1
2025-05-31,Monitor 144Hz,1200.0,41,90,1
2025-06-01,Monitor 144Hz,1200.0,40,115,1
2025-06-02,Monitor 144Hz,1200.0,27,45,0
2025-06-03,Monitor 144Hz,1200.0,24,60,0
2025-06-04,Monitor 144Hz,1200.0,22,48,0
2025-06-05,Monitor 144Hz,1200.0,30,61,0
2025-06-06,Monitor 144Hz,1200.0,40,73,1
2025-06-07,Monitor 144Hz,1200.0,42,59,1
2025-06-08,Monitor 144Hz,1200.0,38,62,1
2025-06-09,Monitor 144Hz,1200.0,25,68,0
2025-06-10,Monitor 144Hz,1200.0,32,45,0
2025-06-11,Monitor 144Hz,1200.0,41,112,0
2025-06-12,Monitor 144Hz,1200.0,26,64,0
2025-06-13,Monitor 144Hz,1200.0,41,89,1
2025-06-14,Monitor 144Hz,1200.0,39,80,1
2025-06-15,Monitor 144Hz,1200.0,36,53,1
2025-06-16,Monitor 144Hz,1200.0,25,48,0
2025-06-17,Monitor 144Hz,1200.0,37,87,0
2025-06-18,Monitor 144Hz,1200.0,24,50,0
2025-06-19,Monitor 144Hz,1200.0,28,74,0
2025-06-20,Monitor 144Hz,1200.0,37,96,1
2025-06-21,Monitor 144Hz,1200.0,40,62,1
2025-06-22,Monitor 144Hz,1200.0,36,64,1
2025-06-23,Monitor 144Hz,1200.0,25,64,0
2025-06-24,Monitor 144Hz,1200.0,20,55,0
2025-06-25,Monitor 144Hz,1200.0,28,77,0
2025-06-26,Monitor 144Hz,1200.0,26,52,0
2025-06-27,Monitor 144Hz,1200.0,42,124,1
2025-06-28,Monitor 144Hz,1200.0,39,110,1
2025-06-29,Monitor 144Hz,1200.0,36,78,1
2025-06-30,Monitor 144Hz,1200.0,23,54,0
2025-07-01,Monitor 144Hz,1200.0,27,72,0
2025-07-02,Monitor 144Hz,1200.0,34,99,0
2025-07-03,Monitor 144Hz,1200.0,25,39,0
2025-07-04,Monitor 144Hz,1200.0,31,81,1
2025-07-05,Monitor 144Hz,1200.0,41,91,1
2025-07-06,Monitor 144Hz,1200.0,46,87,1
2025-07-07,Monitor 144Hz,1200.0,30,85,0
2025-07-08,Monitor 144Hz,1200.0,21,51,0
2025-07-09,Monitor 144Hz,1200.0,28,73,0
2025-07-10,Monitor 144Hz,1200.0,32,90,0
2025-07-11,Monitor 144Hz,1200.0,38,64,1
2025-07-12,Monitor 144Hz,1200.0,37,103,1
2025-07-13,Monitor 144Hz,1200.0,37,87,1
2025-07-14,Monitor 144Hz,1200.0,26,59,0
2025-07-15,Monitor 144Hz,1200.0,22,29,0
2025-07-16,Monitor 144Hz,1200.0,28,59,0
2025-07-17,Monitor 144Hz,1200.0,29,85,0
2025-07-18,Monitor 144Hz,1200.0,41,98,1
2025-07-19,Monitor 144Hz,1200.0,40,93,1
2025-07-20,Monitor 144Hz,1200.0,34,41,1
2025-07-21,Monitor 144Hz,1200.0,26,57,0
2025-07-22,Monitor 144Hz,1200.0,36,100,0
2025-07-23,Monitor 144Hz,1200.0,29,38,0
2025-07-24,Monitor 144Hz,1200.0,23,63,0
2025-07-25,Monitor 144Hz,1200.0,43,114,1
2025-07-26,Monitor 144Hz,1200.0,49,86,1
2025-07-27,Monitor 144Hz,1200.0,42,86,1
2025-07-28,Monitor 144Hz,1200.0,27,49,0
2025-07-29,Monitor 144Hz,1200.0,34,71,0
2025-07-30,Monitor 144Hz,1200.0,25,37,0
2025-07-31,Monitor 144Hz,1200.0,32,79,0
2025-08-01,Monitor 144Hz,1200.0,37,67,1
2025-08-02,Monitor 144Hz,1200.0,38,76,1
2025-08-03,Monitor 144Hz,1200.0,44,101,1
2025-08-04,Monitor 144Hz,1200.0,34,62,0
2025-08-05,Monitor 144Hz,1200.0,27,79,0
2025-08-06,Monitor 144Hz,1200.0,34,79,0
2025-08-07,Monitor 144Hz,1200.0,29,51,0
2025-08-08,Monitor 144Hz,1200.0,36,87,1
2025-08-09,Monitor 144Hz,1200.0,38,102,1
2025-08-10,Monitor 144Hz,1200.0,42,71,1
2025-08-11,Monitor 144Hz,1200.0,34,72,0
2025-08-12,Monitor 144Hz,1200.0,32,55,0
2025-08-13,Monitor 144Hz,1200.0,33,95,0
2025-08-14,Monitor 144Hz,1200.0,21,58,0
2025-08-15,Monitor 144Hz,1200.0,43,103,1
2025-08-16,Monitor 144Hz,1200.0,43,71,1
2025-08-17,Monitor 144Hz,1200.0,41,90,1
2025-08-18,Monitor 144Hz,1200.0,31,43,0
2025-08-19,Monitor 144Hz,1200.0,19,52,0
2025-08-20,Monitor 144Hz,1200.0,16,34,0
2025-08-21,Monitor 144Hz,1200.0,29,40,0
2025-08-22,Monitor 144Hz,1200.0,39,76,1
2025-08-23,Monitor 144Hz,1200.0,39,107,1
2025-08-24,Monitor 144Hz,1200.0,42,72,1
2025-08-25,Monitor 144Hz,1200.0,28,74,0
2025-08-26,Monitor 144Hz,1200.0,29,35,0
2025-08-27,Monitor 144Hz,1200.0,32,54,0
2025-08-28,Monitor 144Hz,1200.0,25,69,0
2025-08-29,Monitor 144Hz,1200.0,41,89,1
2025-08-30,Monitor 144Hz,1200.0,37,50,1
2025-08-31,Monitor 144Hz,1200.0,30,68,1
2025-09-01,Monitor 144Hz,1200.0,26,45,0
2025-09-02,Monitor 144Hz,1200.0,33,42,0
2025-09-03,Monitor 144Hz,1200.0,23,64,0
2025-09-04,Monitor 144Hz,1200.0,30,68,0
2025-09-05,Monitor 144Hz,1200.0,44,123,1
2025-09-06,Monitor 144Hz,1200.0,43,54,1
2025-09-07,Monitor 144Hz,1200.0,37,83,1
2025-09-08,Monitor 144Hz,1200.0,24,64,0
2025-09-09,Monitor 144Hz,1200.0,28,63,0
2025-09-10,Monitor 144Hz,1200.0,29,78,0
2025-09-11,Monitor 144Hz,1200.0,31,86,0
2025-09-12,Monitor 144Hz,1200.0,43,84,1
2025-09-13,Monitor 144Hz,1200.0,53,93,1
2025-09-14,Monitor 144Hz,1200.0,47,107,1
2025-09-15,Monitor 144Hz,1200.0,26,72,0
2025-09-16,Monitor 144Hz,1200.0,38,88,0
2025-09-17,Monitor 144Hz,1200.0,22,49,0
2025-09-18,Monitor 144Hz,1200.0,22,46,0
2025-09-19,Monitor 144Hz,1200.0,44,61,1
2025-09-20,Monitor 144Hz,1200.0,39,92,1
2025-09-21,Monitor 144Hz,1200.0,28,81,1
2025-09-22,Monitor 144Hz,1200.0,35,73,0
2025-09-23,Monitor 144Hz,1200.0,30,70,0
2025-09-24,Monitor 144Hz,1200.0,27,49,0
2025-09-25,Monitor 144Hz,1200.0,26,53,0
2025-09-26,Monitor 144Hz,1200.0,39,60,1
2025-09-27,Monitor 144Hz,1200.0,29,66,1
2025-09-28,Monitor 144Hz,1200.0,35,74,1
2025-09-29,Monitor 144Hz,1200.0,24,29,0
2025-09-30,Monitor 144Hz,1200.0,33,73,0
2025-10-01,Monitor 144Hz,1200.0,25,53,0
2025-10-02,Monitor 144Hz,1200.0,29,55,0
2025-10-03,Monitor 144Hz,1200.0,39,52,1
2025-10-04,Monitor 144Hz,1200.0,35,63,1
2025-10-05,Monitor 144Hz,1200.0,41,86,1
2025-10-06,Monitor 144Hz,1200.0,27,66,0
2025-10-07,Monitor 144Hz,1200.0,33,98,0
2025-10-08,Monitor 144Hz,1200.0,25,47,0
2025-10-09,Monitor 144Hz,1200.0,24,47,0
2025-10-10,Monitor 144Hz,1200.0,44,109,1
2025-10-11,Monitor 144Hz,1200.0,39,89,1
2025-10-12,Monitor 144Hz,1200.0,44,128,1
2025-10-13,Monitor 144Hz,1200.0,25,66,0
2025-10-14,Monitor 144Hz,1200.0,28,68,0
2025-10-15,Monitor 144Hz,1200.0,24,33,0
2025-10-16,Monitor 144Hz,1200.0,23,42,0
2025-10-17,Monitor 144Hz,1200.0,29,41,1
2025-10-18,Monitor 144Hz,1200.0,47,62,1
2025-10-19,Monitor 144Hz,1200.0,37,49,1
2025-10-20,Monitor 144Hz,1200.0,30,72,0
2025-10-21,Monitor 144Hz,1200.0,27,65,0
2025-10-22,Monitor 144Hz,1200.0,33,40,0
2025-10-23,Monitor 144Hz,1200.0,19,44,0
2025-10-24,Monitor 144Hz,1200.0,41,113,1
2025-10-25,Monitor 144Hz,1200.0,44,110,1
2025-10-26,Monitor 144Hz,1200.0,40,58,1
2025-10-27,Monitor 144Hz,1200.0,24,29,0
2025-10-28,Monitor 144Hz,1200.0,19,39,0
2025-10-29,Monitor 144Hz,1200.0,24,53,0
2025-10-30,Monitor 144Hz,1200.0,18,45,0
